Model,Link to model,Release,Type,# θ (B),n-shot,Average ⬆️,Agree,Agree avg_mcauroc,BB,BB acc,CCL-MC,CCL-MC acc,CCL-OPEN,CCL-OPEN exact_match,CCL-TF,CCL-TF avg_mcauroc,CCM-MC,CCM-MC acc,CCM-OPEN,CCM-OPEN exact_match,CNC-KSK,CNC-KSK word_perplexity,CCDNER,CCDNER exact_match,NQ,NQ exact_match,CNEC,CNEC exact_match,SQAD32,SQAD32 exact_match,TQA,TQA exact_match,CFR,CFR avg_mcauroc,CTK,CTK avg_mcauroc,CNC-DIAL,CNC-DIAL word_perplexity,CNC-E,CNC-E word_perplexity,CNC-F,CNC-F word_perplexity,GEC,GEC avg_mcauroc,CNC-KH,CNC-KH word_perplexity,HASG,HASG acc,HIST,HIST word_perplexity,HIST-IR,HIST-IR acc,KQA,KQA acc,P-ARG,P-ARG avg_mcauroc,P-DEMON,P-DEMON avg_mcauroc,P-EMOCE,P-EMOCE avg_mcauroc,P-FAB,P-FAB avg_mcauroc,P-LOK,P-LOK avg_mcauroc,P-LEP,P-LEP avg_mcauroc,P-NAZOR,P-NAZOR avg_mcauroc,P-REL,P-REL avg_mcauroc,P-RUS,P-RUS avg_mcauroc,P-STCH,P-STCH avg_mcauroc,P-VINA,P-VINA avg_mcauroc,P-MER,P-MER avg_mcauroc,P-ZANR,P-ZANR avg_mcauroc,S-CSFD,S-CSFD avg_mcauroc,S-FB,S-FB avg_mcauroc,S-MALL,S-MALL avg_mcauroc,SNLI,SNLI avg_mcauroc,CNC-SPK,CNC-SPK word_perplexity,SUBJ,SUBJ avg_mcauroc,UT-BIO,UT-BIO acc,UT-CHEM,UT-CHEM acc,UT-CZEL,UT-CZEL acc,UT-HIST,UT-HIST acc,UT-IT,UT-IT acc,UT-MATH,UT-MATH acc,UT-PHYS,UT-PHYS acc
google/gemma-2-2b-it,https://huggingface.co/google/gemma-2-2b-it,2024-09-23,chat,2.61,3,23.416965352449225,32.25806451612903,74.21673877215618,29.03225806451613,72.5,22.58064516129032,34.514637904468415,0.0,0.6430868167202572,32.25806451612903,62.2878155436295,0.0,21.428571428571427,12.903225806451612,3.1446540880503147,16.129032258064516,4281.246986504022,29.03225806451613,35.990666925918724,9.67741935483871,2.2714681440443214,22.58064516129032,41.49659863945578,35.483870967741936,41.965235899255056,12.903225806451612,4.719921631489892,35.483870967741936,78.98131853424944,32.25806451612903,77.34904501894421,16.129032258064516,266.1380119197988,19.35483870967742,603.724251194707,19.35483870967742,1217.4612479175307,54.83870967741935,60.01050060023449,12.903225806451612,37585.331740159396,19.35483870967742,42.411870145389365,12.903225806451612,6425.568665881765,12.903225806451612,29.396092362344582,0.0,20.941759603469638,45.16129032258064,53.796270086437836,12.903225806451612,71.11047977556021,9.67741935483871,54.99130481413216,48.38709677419355,60.13290603965863,41.935483870967744,79.60314733225354,64.51612903225806,66.99051339285714,3.225806451612903,57.914899706012434,6.451612903225806,52.28771097046414,0.0,50.733067265111764,6.451612903225806,53.19135135135136,32.25806451612903,55.58256063034588,35.483870967741936,66.73687544981948,12.903225806451612,75.63439684113261,38.70967741935484,84.42381632809413,41.935483870967744,86.46733946409762,58.06451612903226,79.16215984602856,32.25806451612903,73.15210782663387,16.129032258064516,951.7429956742048,48.38709677419355,79.08181953604544,25.806451612903224,77.0,0.0,66.0,0.0,52.0,16.129032258064516,73.0,22.58064516129032,74.0,29.03225806451613,74.0,25.806451612903224,75.0
google/gemma-2-2b,https://huggingface.co/google/gemma-2-2b,2024-09-23,pretrained,2.61,3,12.30585424133811,16.129032258064516,62.855203694888964,22.58064516129032,51.02272727272727,12.903225806451612,31.2788906009245,0.0,0.3215434083601286,25.806451612903224,60.28995229576625,0.0,25.396825396825395,9.67741935483871,3.1446540880503147,45.16129032258064,1641.1096244688938,3.225806451612903,2.3527124246548707,6.451612903225806,1.9390581717451523,0.0,12.750505607648465,6.451612903225806,14.153955303299043,0.0,1.4694095645204381,12.903225806451612,59.087889773037425,16.129032258064516,56.99680395699066,19.35483870967742,207.13828985497796,35.483870967741936,295.9360937117875,38.70967741935484,545.6882604774568,19.35483870967742,52.781253065399866,0.0,116121.74768975073,32.25806451612903,46.15614419438359,22.58064516129032,2194.9543670640646,0.0,25.666074600355238,0.0,19.82651796778191,22.58064516129032,49.45786617109522,41.935483870967744,75.53002592421606,0.0,47.765737298223584,22.58064516129032,58.55064967743289,6.451612903225806,69.11682752119455,41.935483870967744,64.5370163690476,80.64516129032258,73.79998439004085,41.935483870967744,61.8939670561506,0.0,45.60166116842417,32.25806451612903,63.12108108108107,70.96774193548387,59.10840810701499,29.03225806451613,60.583374784257686,22.58064516129032,78.65105748579019,19.35483870967742,78.61926051724258,12.903225806451612,70.89917721088348,12.903225806451612,68.7128266519573,16.129032258064516,53.17979507131422,3.225806451612903,57326.59178987587,22.58064516129032,60.060902197335764,22.58064516129032,76.0,0.0,67.0,0.0,51.0,6.451612903225806,69.0,6.451612903225806,65.0,12.903225806451612,67.0,3.225806451612903,62.0
google/gemma-2-9b,https://huggingface.co/google/gemma-2-9b,2024-09-23,pretrained,9.24,3,45.914405188598735,77.41935483870968,90.21697790168348,70.96774193548387,89.0909090909091,64.51612903225806,49.46070878274268,0.0,0.3215434083601286,80.64516129032258,81.14713774597494,48.38709677419355,33.33333333333333,51.61290322580645,7.861635220125786,80.64516129032258,648.0679626979578,0.0,0.7388683647676453,32.25806451612903,4.404432132963989,3.225806451612903,13.541092112520683,9.67741935483871,16.06952820148989,3.225806451612903,2.475732478404132,64.51612903225806,83.61221200257222,67.74193548387096,86.38439077764194,41.935483870967744,119.26439486891479,67.74193548387096,131.51285497057955,70.96774193548387,219.86100848063114,64.51612903225806,63.736083668483715,16.129032258064516,23097.59704892055,80.64516129032258,60.625373431587334,64.51612903225806,730.7348578363286,38.70967741935484,34.724689165186504,58.06451612903226,26.14622057001239,54.83870967741935,54.76987516358371,64.51612903225806,77.92180120032673,16.129032258064516,56.48313459267273,35.483870967741936,59.37104654332466,45.16129032258064,81.87935100327256,48.38709677419355,64.97786458333333,74.19354838709677,72.73763994761991,41.935483870967744,62.69271340473872,3.225806451612903,53.32924670936004,51.61290322580645,64.73945945945945,77.41935483870968,61.846448062874806,48.38709677419355,74.21709624546169,38.70967741935484,85.98845019910571,67.74193548387096,88.53558821317775,54.83870967741935,88.62533376913771,100.0,81.68398334309292,41.935483870967744,77.43809498922542,0.0,68797.34451248024,83.87096774193549,89.1505525989291,70.96774193548387,92.0,77.41935483870968,89.0,0.0,56.99999999999999,51.61290322580645,88.0,70.96774193548387,94.0,74.19354838709677,85.0,35.483870967741936,82.0
google/gemma-2-9b-it,https://huggingface.co/google/gemma-2-9b-it,2024-09-23,chat,9.24,3,46.449906127325484,61.29032258064516,84.39582641650748,83.87096774193549,90.22727272727272,64.51612903225806,49.61479198767334,51.61290322580645,9.003215434083602,64.51612903225806,77.07513416815743,29.03225806451613,30.952380952380953,77.41935483870968,10.69182389937107,61.29032258064516,932.0428425605282,58.06451612903226,45.51818005055415,38.70967741935484,8.421052631578947,51.61290322580645,57.54734326162898,67.74193548387096,50.47889322454772,35.483870967741936,17.169828123608514,90.32258064516128,85.26250851438247,45.16129032258064,83.86111542676593,48.38709677419355,116.90222794110147,54.83870967741935,174.54401168530865,54.83870967741935,316.9908258609569,29.03225806451613,53.72906769804236,32.25806451612903,4773.330221078421,51.61290322580645,50.119498107946626,51.61290322580645,1178.4733575115765,45.16129032258064,36.05683836589698,35.483870967741936,24.411400247831473,67.74193548387096,62.91654872230359,67.74193548387096,81.23069001029866,16.129032258064516,56.58478682257476,22.58064516129032,58.77361589700219,54.83870967741935,82.9575284040988,48.38709677419355,65.03515625,61.29032258064516,71.88776439368316,32.25806451612903,60.61901574164232,0.0,44.991206549827936,45.16129032258064,63.59747747747748,45.16129032258064,57.263158420340446,51.61290322580645,78.47416516823067,45.16129032258064,87.56446047782981,25.806451612903224,82.73711749688091,25.806451612903224,80.71389597449206,22.58064516129032,72.70690084555825,41.935483870967744,77.43988300076667,51.61290322580645,273.44547665172297,25.806451612903224,61.7405845957947,25.806451612903224,80.0,29.03225806451613,76.0,3.225806451612903,59.0,29.03225806451613,82.0,25.806451612903224,81.0,35.483870967741936,76.0,29.03225806451613,80.0
internlm/internlm2_5-7b-chat,https://huggingface.co/internlm/internlm2_5-7b-chat,2024-09-23,chat,7.74,3,24.845323434033112,35.483870967741936,77.92987528978605,38.70967741935484,77.27272727272727,25.806451612903224,35.901386748844374,0.0,0.6430868167202572,22.58064516129032,57.64286424170144,9.67741935483871,26.984126984126984,22.58064516129032,5.345911949685535,12.903225806451612,4789.143023008347,19.35483870967742,26.677036748979194,16.129032258064516,2.7700831024930745,16.129032258064516,31.890053318624744,16.129032258064516,24.618659098971264,6.451612903225806,3.1614569418470033,41.935483870967744,80.7391663817274,38.70967741935484,80.78342691708805,9.67741935483871,277.0770975479299,9.67741935483871,1468.0376917954143,9.67741935483871,3122.3433734186665,16.129032258064516,52.52685640616023,16.129032258064516,27196.573558970944,16.129032258064516,40.17128062139016,9.67741935483871,11347.780143376061,35.483870967741936,34.63587921847247,54.83870967741935,26.022304832713754,41.935483870967744,51.2519537740145,32.25806451612903,72.98643417735005,0.0,49.16468096462627,61.29032258064516,61.64736389624732,6.451612903225806,68.57277320203076,64.51612903225806,67.09430803571429,45.16129032258064,70.28123943075681,64.51612903225806,64.72634696527102,0.0,44.629393718506584,67.74193548387096,67.88648648648649,58.06451612903226,57.72390910316522,19.35483870967742,56.83595706520308,32.25806451612903,82.99931059650663,29.03225806451613,83.19686063859459,35.483870967741936,85.53422984585004,29.03225806451613,75.25491498783876,48.38709677419355,77.95794752533584,22.58064516129032,694.6847355665176,38.70967741935484,73.16775601573724,12.903225806451612,67.0,0.0,62.0,0.0,56.00000000000001,19.35483870967742,73.0,25.806451612903224,80.0,16.129032258064516,68.0,25.806451612903224,75.0
meta-llama/Llama-3.2-3B-Instruct,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct,2024-10-05,chat,3.21,3,29.576292882744497,25.806451612903224,68.33552780193254,29.03225806451613,71.36363636363636,22.58064516129032,34.9768875192604,16.129032258064516,1.9230769230769231,45.16129032258064,66.87934804213873,0.0,18.253968253968253,19.35483870967742,3.7735849056603774,9.67741935483871,7809.460678276281,48.38709677419355,42.718257826171495,35.483870967741936,6.812517308224869,35.483870967741936,51.13991542562971,48.38709677419355,46.39943242284498,38.70967741935484,20.23332442782082,29.03225806451613,77.14689487316728,29.03225806451613,75.27075186526405,9.67741935483871,277.2950244381762,12.903225806451612,940.9930266327514,12.903225806451612,2187.694981950153,32.25806451612903,55.62499591280018,19.35483870967742,23587.274823902906,19.35483870967742,42.06333399721171,16.129032258064516,5911.167032453357,25.806451612903224,30.817051509769094,0.0,21.313506815365553,29.03225806451613,49.74965026932339,12.903225806451612,70.56003409211975,32.25806451612903,60.617178234179256,38.70967741935484,59.729959251001254,41.935483870967744,78.62934653032795,12.903225806451612,60.23623511904762,32.25806451612903,68.18950490412882,61.29032258064516,64.37236286919831,0.0,49.721182289461666,29.03225806451613,62.480000000000004,41.935483870967744,57.06268006850718,35.483870967741936,66.85518131887892,22.58064516129032,80.30684287458763,35.483870967741936,84.0373540604995,51.61290322580645,87.3859570379968,90.32258064516128,80.31038559937646,29.03225806451613,68.59566367563976,19.35483870967742,805.2191128831739,29.03225806451613,62.92424415567454,25.806451612903224,80.0,22.58064516129032,74.0,32.25806451612903,65.0,25.806451612903224,80.0,29.03225806451613,81.0,12.903225806451612,67.0,6.451612903225806,68.0
meta-llama/Llama-3.2-1B-Instruct,https://huggingface.co/meta-llama/Llama-3.2-1B-Instruct,2024-10-04,chat,1.24,3,10.057176992660864,6.451612903225806,57.640388145053834,16.129032258064516,43.63636363636363,0.0,25.731895223420647,0.0,0.3205128205128205,12.903225806451612,52.44682965613199,0.0,22.22222222222222,12.903225806451612,3.459119496855346,3.225806451612903,24364.596686353794,25.806451612903224,30.779700563873224,12.903225806451612,2.547770700636943,32.25806451612903,45.15535944107373,22.58064516129032,28.73359347286272,22.58064516129032,8.317748686436904,12.903225806451612,59.099999822177566,6.451612903225806,53.30422993307644,3.225806451612903,551.7924037428302,6.451612903225806,3308.7729286553727,3.225806451612903,8649.440425880697,12.903225806451612,52.213889005666026,9.67741935483871,80282.20373224208,6.451612903225806,34.45528779127664,6.451612903225806,20403.931597486535,0.0,25.044404973357015,0.0,20.074349442379184,0.0,45.84558929106207,9.67741935483871,68.54202919137752,0.0,47.5021083814507,3.225806451612903,53.47432393706622,3.225806451612903,65.26744236622942,9.67741935483871,57.96521577380953,6.451612903225806,61.19060627346915,16.129032258064516,57.53610840636156,0.0,44.864534074930134,9.67741935483871,56.44612612612613,3.225806451612903,48.93906257021736,9.67741935483871,52.216421826917106,9.67741935483871,72.72107916195773,9.67741935483871,75.14634695336237,9.67741935483871,70.30306653931761,19.35483870967742,69.34841733358256,9.67741935483871,51.23675408520336,9.67741935483871,1424.928158823474,12.903225806451612,57.41292179541595,0.0,53.0,0.0,56.00000000000001,0.0,57.99999999999999,0.0,62.0,6.451612903225806,64.0,3.225806451612903,59.0,6.451612903225806,64.0
meta-llama/Llama-3.2-3B,https://huggingface.co/meta-llama/Llama-3.2-3B,2024-10-06,chat,3.21,3,27.988991295442908,22.58064516129032,65.35640639327885,25.806451612903224,58.75,16.129032258064516,32.5115562403698,35.483870967741936,2.564102564102564,25.806451612903224,60.17988471476844,0.0,24.6031746031746,19.35483870967742,4.088050314465408,51.61290322580645,1315.6709106243356,35.483870967741936,38.246159828893646,38.70967741935484,8.058709498753808,38.70967741935484,53.10718882147454,48.38709677419355,45.93827598439163,45.16129032258064,25.024490159408675,19.35483870967742,63.284443262948706,19.35483870967742,57.98164086827996,58.06451612903226,105.74206073580893,48.38709677419355,227.29557818101384,51.61290322580645,409.07037635779045,35.483870967741936,55.841482042011734,51.61290322580645,3401.2225331109225,29.03225806451613,45.8972316271659,54.83870967741935,1138.1319920166427,0.0,27.175843694493786,0.0,21.561338289962826,19.35483870967742,49.15141594771885,48.38709677419355,76.26780070314997,0.0,48.207164907441964,48.38709677419355,60.34276687798366,29.03225806451613,73.65467859998842,25.806451612903224,63.07942708333334,51.61290322580645,71.02292929555722,61.29032258064516,64.33584875040572,0.0,49.09830712052517,51.61290322580645,64.418018018018,67.74193548387096,58.69434416365824,16.129032258064516,56.911911219797986,38.70967741935484,84.92499679109532,45.16129032258064,84.82001882552986,22.58064516129032,80.49370581413461,77.41935483870968,79.68169866558128,19.35483870967742,58.011753588096596,58.06451612903226,245.00473768303405,19.35483870967742,59.897907960036555,22.58064516129032,73.0,0.0,63.0,0.0,52.0,32.25806451612903,82.0,12.903225806451612,73.0,6.451612903225806,62.0,22.58064516129032,73.0
meta-llama/Llama-3.2-1B,https://huggingface.co/meta-llama/Llama-3.2-1B,2024-10-05,chat,1.24,3,11.597542242703533,12.903225806451612,61.023581437880836,0.0,26.931818181818183,3.225806451612903,29.275808936825886,3.225806451612903,0.9615384615384616,19.35483870967742,54.27747962631684,0.0,24.6031746031746,9.67741935483871,2.515723270440252,29.03225806451613,2412.0215869292747,29.03225806451613,35.27124246548707,29.03225806451613,3.544724453060094,25.806451612903224,43.417907703621985,25.806451612903224,31.606952820148987,32.25806451612903,11.479205628283907,6.451612903225806,53.41341602748885,6.451612903225806,53.65804919607449,32.25806451612903,152.51239931151494,25.806451612903224,414.9898192538942,29.03225806451613,759.0890112737263,9.67741935483871,51.513978223399334,29.03225806451613,8705.938636658575,12.903225806451612,37.88090021907987,22.58064516129032,2161.502259356132,0.0,26.376554174067497,0.0,20.57001239157373,3.225806451612903,46.12209190224771,6.451612903225806,63.891650981924066,0.0,44.688278865423634,9.67741935483871,56.59585101103648,6.451612903225806,67.76679839672481,3.225806451612903,54.30654761904763,16.129032258064516,63.76950160869301,22.58064516129032,58.98602320675105,0.0,43.79810296024749,3.225806451612903,52.4190990990991,6.451612903225806,49.17611636232905,3.225806451612903,50.33242222590588,22.58064516129032,79.55620846113307,16.129032258064516,77.85824468758204,3.225806451612903,65.55795104699254,3.225806451612903,65.19479681368728,6.451612903225806,50.49904334094858,35.483870967741936,355.5446474969599,16.129032258064516,57.74464950372209,0.0,54.0,0.0,63.0,0.0,52.0,0.0,56.00000000000001,3.225806451612903,56.00000000000001,0.0,49.0,0.0,56.99999999999999
meta-llama/Meta-Llama-3.1-8B,https://huggingface.co/meta-llama/Meta-Llama-3.1-8B,2024-09-23,pretrained,8.03,3,46.19388974227684,41.935483870967744,80.55900756908596,41.935483870967744,77.5,38.70967741935484,38.82896764252696,51.61290322580645,9.003215434083602,38.70967741935484,65.86960842774796,0.0,21.428571428571427,41.935483870967744,6.289308176100629,70.96774193548387,716.3197013920343,61.29032258064516,47.30701924946529,64.51612903225806,11.689750692520775,70.96774193548387,60.911932340503775,70.96774193548387,51.64952110677545,70.96774193548387,34.882892510463975,32.25806451612903,78.24413034796414,32.25806451612903,77.05157169955838,80.64516129032258,74.2052456106713,70.96774193548387,127.63347813692879,74.19354838709677,217.77196893260543,48.38709677419355,57.84148204201174,70.96774193548387,1561.2177303898093,61.29032258064516,52.38996215893248,70.96774193548387,590.5030492093704,32.25806451612903,32.59325044404973,0.0,20.322180916976457,45.16129032258064,54.00846737966598,67.74193548387096,80.98387726836891,9.67741935483871,55.02825020941972,67.74193548387096,62.392273766172046,29.03225806451613,75.84684029900825,25.806451612903224,63.45033482142857,80.64516129032258,73.69266592085751,41.935483870967744,62.08465189873418,0.0,51.81038844461533,61.29032258064516,66.47063063063064,22.58064516129032,54.20280519895542,45.16129032258064,72.73743341589933,48.38709677419355,87.9968125155854,87.09677419354838,89.93560001522374,32.25806451612903,84.9460093234641,61.29032258064516,79.25138904356234,35.483870967741936,73.5313270547151,74.19354838709677,159.2670081205767,35.483870967741936,70.30640365841712,35.483870967741936,83.0,29.03225806451613,75.0,25.806451612903224,63.0,25.806451612903224,81.0,32.25806451612903,83.0,9.67741935483871,64.0,29.03225806451613,76.0
meta-llama/Meta-Llama-3.1-405B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3.1-405B-Instruct,2024-09-23,chat,406.0,3,93.66146100017066,100.0,96.3298407251845,96.7741935483871,94.6590909090909,96.7741935483871,69.64560862865947,100.0,36.01286173633441,100.0,94.41363546014709,96.7741935483871,44.44444444444444,96.7741935483871,22.641509433962266,93.54838709677419,401.11442631180006,96.7741935483871,68.44254326268715,100.0,26.28808864265928,96.7741935483871,76.72366243794815,93.54838709677419,53.458673288400135,100.0,58.90105975598896,100.0,87.25556511524512,93.54838709677419,89.63610374352359,93.54838709677419,53.82650143123176,93.54838709677419,77.06913544389539,93.54838709677419,122.72544581919384,100.0,79.87913566233658,93.54838709677419,411.93483609571285,100.0,70.02589125672178,93.54838709677419,272.2875566184582,100.0,70.07104795737122,96.7741935483871,41.511771995043375,100.0,70.90743316144224,100.0,86.37558151923008,38.70967741935484,64.79907316254308,100.0,75.47284215529353,93.54838709677419,90.19660106891081,100.0,78.96391369047619,100.0,80.51183321625864,96.7741935483871,77.35617494320024,87.09677419354838,65.81409307528826,100.0,84.90414414414415,100.0,73.19294855470837,100.0,95.38555653971774,87.09677419354838,95.2217517091006,80.64516129032258,88.96545474272773,100.0,95.72494767566,54.83870967741935,78.88044482257742,93.54838709677419,88.39567406170626,93.54838709677419,104.39794027080961,61.29032258064516,79.8460814042706,93.54838709677419,97.0,93.54838709677419,98.0,100.0,85.0,90.32258064516128,97.0,90.32258064516128,100.0,96.7741935483871,97.0,83.87096774193549,91.0
meta-llama/Meta-Llama-3.1-70B,https://huggingface.co/meta-llama/Meta-Llama-3.1-70B,2024-09-23,pretrained,70.6,3,81.43134493940944,83.87096774193549,91.39875039142407,90.32258064516128,91.70454545454545,87.09677419354838,61.47919876733437,93.54838709677419,26.688102893890676,90.32258064516128,88.61160803021268,35.483870967741936,31.746031746031743,87.09677419354838,16.037735849056602,74.19354838709677,668.0643631929892,96.7741935483871,67.52867975889558,96.7741935483871,24.87534626038781,96.7741935483871,76.50303364589078,100.0,54.94856332032636,96.7741935483871,55.855374476801146,83.87096774193549,84.85356487328526,87.09677419354838,88.76280950801969,96.7741935483871,50.19657383018476,96.7741935483871,71.18653140821597,90.32258064516128,146.72119984127025,90.32258064516128,72.2827968591621,90.32258064516128,416.62703712537825,96.7741935483871,66.59032065325631,90.32258064516128,287.1757325541825,80.64516129032258,49.02309058614564,61.29032258064516,27.137546468401485,80.64516129032258,66.56995228894112,77.41935483870968,83.09510280904861,32.25806451612903,61.731470792554575,80.64516129032258,65.80526451901503,61.29032258064516,84.73803820383092,58.06451612903226,66.02232142857143,87.09677419354838,76.57183616480647,93.54838709677419,72.28578383641675,32.25806451612903,56.72065203312028,90.32258064516128,76.33765765765766,80.64516129032258,62.92586045907795,70.96774193548387,84.5591397950735,74.19354838709677,93.17852789606788,100.0,92.38296357166918,83.87096774193549,92.8444354713799,61.29032258064516,79.2471470553056,80.64516129032258,86.03272714947158,96.7741935483871,88.53110083441366,67.74193548387096,82.55369882133994,70.96774193548387,93.0,80.64516129032258,91.0,3.225806451612903,60.0,83.87096774193549,95.0,87.09677419354838,99.0,54.83870967741935,81.0,64.51612903225806,86.0
meta-llama/Meta-Llama-3.1-8B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3.1-8B-Instruct,2024-09-23,chat,8.03,3,58.09331797235023,67.74193548387096,85.54172248869048,58.06451612903226,83.29545454545455,51.61290322580645,45.300462249614796,51.61290322580645,8.360128617363344,45.16129032258064,67.06618962432917,0.0,22.22222222222222,54.83870967741935,8.49056603773585,58.06451612903226,959.4313629378474,80.64516129032258,56.81508846976473,67.74193548387096,12.659279778393351,80.64516129032258,64.25813568670712,77.41935483870968,52.2880454061724,67.74193548387096,33.62721524623742,70.96774193548387,83.93119484499732,48.38709677419355,83.98194408506009,61.29032258064516,103.4513732608333,58.06451612903226,164.2208699572006,58.06451612903226,298.4500113190076,67.74193548387096,64.46110620647131,64.51612903225806,2495.3489171959523,58.06451612903226,51.88209520015933,61.29032258064516,825.6458912351247,67.74193548387096,41.207815275310836,0.0,22.676579925650557,83.87096774193549,67.55627484523647,12.903225806451612,70.99062466706914,32.25806451612903,62.90545471338357,67.74193548387096,62.15410530435938,54.83870967741935,82.04884734675157,32.25806451612903,63.882998511904766,74.19354838709677,72.87921360494663,87.09677419354838,66.90705128205127,3.225806451612903,52.55952338072568,83.87096774193549,69.95171171171171,38.70967741935484,56.42030049283222,70.96774193548387,84.19800288542973,74.19354838709677,93.55186361721194,51.61290322580645,85.91590966029663,70.96774193548387,89.76177872052068,77.41935483870968,79.5961487256254,58.06451612903226,81.33135944361901,61.29032258064516,219.0498003060333,74.19354838709677,83.69981103891864,35.483870967741936,83.0,41.935483870967744,80.0,35.483870967741936,66.0,41.935483870967744,86.0,58.06451612903226,90.0,25.806451612903224,72.0,29.03225806451613,78.0
meta-llama/Meta-Llama-3.1-70B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3.1-70B-Instruct,2024-09-23,chat,70.6,3,83.66508789895886,83.87096774193549,91.84003514774746,90.32258064516128,91.81818181818183,96.7741935483871,67.79661016949152,93.54838709677419,27.652733118971064,93.54838709677419,91.18763665275293,12.903225806451612,28.57142857142857,87.09677419354838,16.352201257861633,77.41935483870968,665.451915150231,90.32258064516128,65.05930390822478,93.54838709677419,23.684210526315788,93.54838709677419,73.303916161059,67.74193548387096,51.472153245831855,93.54838709677419,55.19636655089501,96.7741935483871,86.5435510914885,96.7741935483871,89.87260974590744,87.09677419354838,62.00025323632667,80.64516129032258,90.98540743942505,80.64516129032258,162.70540107241243,96.7741935483871,78.48580690666705,80.64516129032258,661.6180355870645,93.54838709677419,65.85341565425215,83.87096774193549,366.8901200680721,93.54838709677419,62.34458259325044,93.54838709677419,32.218091697645605,96.7741935483871,70.30735275415472,93.54838709677419,85.18413295926702,41.935483870967744,64.94855369490735,96.7741935483871,72.00393510914162,83.87096774193549,88.16069394806001,96.7741935483871,76.38448660714286,96.7741935483871,79.30076055189878,100.0,78.57990506329114,67.74193548387096,62.06564580471691,96.7741935483871,82.75783783783783,96.7741935483871,68.90351074294333,96.7741935483871,92.6978774657228,87.09677419354838,95.4800413061494,67.74193548387096,88.65258890049988,96.7741935483871,94.50620976537398,61.29032258064516,79.2621464728997,90.32258064516128,88.18526887037117,83.87096774193549,122.10567155529309,90.32258064516128,91.96035388370117,80.64516129032258,94.0,80.64516129032258,94.0,32.25806451612903,65.0,80.64516129032258,94.0,90.32258064516128,98.0,77.41935483870968,89.0,80.64516129032258,90.0
meta-llama/Meta-Llama-3-8B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,2024-09-23,chat,8.03,3,48.29749103942653,70.96774193548387,86.70661966032046,51.61290322580645,81.70454545454545,51.61290322580645,43.451463790446844,45.16129032258064,7.07395498392283,51.61290322580645,67.73504273504274,0.0,17.46031746031746,32.25806451612903,5.9748427672955975,35.483870967741936,1757.8195037596768,70.96774193548387,54.92902974917363,61.29032258064516,10.77562326869806,54.83870967741935,58.82515168229454,67.74193548387096,50.86910251862362,61.29032258064516,32.14890016920474,51.61290322580645,81.89693966160343,41.935483870967744,82.79822216157079,35.483870967741936,131.60144283361583,41.935483870967744,262.60990573282334,45.16129032258064,464.21822996706516,61.29032258064516,62.39366507382651,41.935483870967744,3877.419814772024,41.935483870967744,47.97849034056961,41.935483870967744,1290.4305273062503,51.61290322580645,37.56660746003552,0.0,22.428748451053284,74.19354838709677,65.08775060613146,48.38709677419355,76.61404879434639,32.25806451612903,62.11298003176681,74.19354838709677,63.21179693998084,54.83870967741935,80.51552199953028,80.64516129032258,70.12313988095238,64.51612903225806,72.06814614390649,48.38709677419355,62.88846965271016,0.0,49.73195526644993,61.29032258064516,67.21261261261262,22.58064516129032,54.47131636632363,61.29032258064516,80.29825295475214,64.51612903225806,91.44359206070666,58.06451612903226,87.1340262924598,54.83870967741935,88.61701807724151,74.19354838709677,79.38415808357028,51.61290322580645,78.24815611159711,41.935483870967744,317.83193992956325,70.96774193548387,83.57426211309912,35.483870967741936,82.0,25.806451612903224,74.0,29.03225806451613,64.0,29.03225806451613,82.0,32.25806451612903,84.0,19.35483870967742,71.0,25.806451612903224,75.0
