Model,Link to model,Submitted,Type,# θ (B),n-shot,Average ⬆️,Agree,Agree avg_mcauroc,BB,BB acc,CCL-MC,CCL-MC acc,CCL-OPEN,CCL-OPEN exact_match,CCL-TF,CCL-TF avg_mcauroc,CCM-MC,CCM-MC acc,CCM-OPEN,CCM-OPEN exact_match,CNC-KSK,CNC-KSK word_perplexity,CCDNER,CCDNER exact_match,NQ,NQ exact_match,CNEC,CNEC exact_match,SQAD32,SQAD32 exact_match,TQA,TQA exact_match,CFR,CFR avg_mcauroc,CTK,CTK avg_mcauroc,CNC-DIAL,CNC-DIAL word_perplexity,CNC-E,CNC-E word_perplexity,CNC-F,CNC-F word_perplexity,GEC,GEC avg_mcauroc,CNC-KH,CNC-KH word_perplexity,HASG,HASG acc,HIST,HIST word_perplexity,HIST-IR,HIST-IR acc,KQA,KQA acc,P-ARG,P-ARG avg_mcauroc,P-DEMON,P-DEMON avg_mcauroc,P-EMOCE,P-EMOCE avg_mcauroc,P-FAB,P-FAB avg_mcauroc,P-LOK,P-LOK avg_mcauroc,P-LEP,P-LEP avg_mcauroc,P-NAZOR,P-NAZOR avg_mcauroc,P-REL,P-REL avg_mcauroc,P-RUS,P-RUS avg_mcauroc,P-STCH,P-STCH avg_mcauroc,P-VINA,P-VINA avg_mcauroc,P-MER,P-MER avg_mcauroc,P-ZANR,P-ZANR avg_mcauroc,S-CSFD,S-CSFD avg_mcauroc,S-FB,S-FB avg_mcauroc,S-MALL,S-MALL avg_mcauroc,SNLI,SNLI avg_mcauroc,CNC-SPK,CNC-SPK word_perplexity,SUBJ,SUBJ avg_mcauroc,UT-BIO,UT-BIO acc,UT-CHEM,UT-CHEM acc,UT-CZEL,UT-CZEL acc,UT-HIST,UT-HIST acc,UT-IT,UT-IT acc,UT-MATH,UT-MATH acc,UT-PHYS,UT-PHYS acc
meta-llama/Llama-3-8B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,2024-09-23,chat,8.03,3,44.61377164502164,67.27272727272727,86.70661966032046,49.09090909090909,81.70454545454545,45.45454545454545,43.451463790446844,41.81818181818181,7.07395498392283,45.45454545454545,67.73504273504274,0.0,17.46031746031746,32.72727272727273,5.9748427672955975,30.909090909090907,1757.8195037596768,72.72727272727273,54.92902974917363,60.0,10.77562326869806,54.54545454545454,58.82515168229454,69.0909090909091,50.86910251862362,61.81818181818181,32.14890016920474,49.09090909090909,81.89693966160343,40.0,82.79822216157079,29.09090909090909,131.60144283361583,34.54545454545455,262.60990573282334,36.36363636363637,464.21822996706516,56.36363636363636,62.39366507382651,40.0,3877.419814772024,34.54545454545455,47.97849034056961,38.18181818181819,1290.4305273062503,52.72727272727272,37.56660746003552,0.0,22.428748451053284,69.0909090909091,65.08775060613146,43.63636363636363,76.61404879434639,29.09090909090909,62.11298003176681,69.0909090909091,63.21179693998084,50.90909090909091,80.51552199953028,76.36363636363637,70.12313988095238,61.81818181818181,72.06814614390649,47.27272727272727,62.88846965271016,0.0,49.73195526644993,58.18181818181818,67.21261261261262,23.636363636363637,54.47131636632363,60.0,80.29825295475214,60.0,91.44359206070666,63.63636363636363,87.1340262924598,47.27272727272727,88.61701807724151,63.63636363636363,79.38415808357028,45.45454545454545,78.24815611159711,34.54545454545455,317.83193992956325,56.36363636363636,83.57426211309912,30.909090909090907,82.0,20.0,74.0,20.0,64.0,25.454545454545453,82.0,29.09090909090909,84.0,20.0,71.0,21.818181818181817,75.0
meta-llama/Llama-3.1-8B,https://huggingface.co/meta-llama/Meta-Llama-3.1-8B,2024-09-23,pretrained,8.03,3,44.16260822510822,43.63636363636363,80.55900756908596,40.0,77.5,34.54545454545455,38.82896764252696,50.90909090909091,9.003215434083602,36.36363636363637,65.86960842774796,0.0,21.428571428571427,40.0,6.289308176100629,69.0909090909091,716.3197013920343,61.81818181818181,47.30701924946529,61.81818181818181,11.689750692520775,65.45454545454545,60.911932340503775,72.72727272727273,51.64952110677545,72.72727272727273,34.882892510463975,32.72727272727273,78.24413034796414,32.72727272727273,77.05157169955838,70.9090909090909,74.2052456106713,65.45454545454545,127.63347813692879,67.27272727272727,217.77196893260543,38.18181818181819,57.84148204201174,67.27272727272727,1561.2177303898093,54.54545454545454,52.38996215893248,65.45454545454545,590.5030492093704,34.54545454545455,32.59325044404973,0.0,20.322180916976457,34.54545454545455,54.00846737966598,65.45454545454545,80.98387726836891,5.454545454545454,55.02825020941972,63.63636363636363,62.392273766172046,25.454545454545453,75.84684029900825,29.09090909090909,63.45033482142857,74.54545454545455,73.69266592085751,41.81818181818181,62.08465189873418,3.6363636363636362,51.81038844461533,56.36363636363636,66.47063063063064,21.818181818181817,54.20280519895542,41.81818181818181,72.73743341589933,47.27272727272727,87.9968125155854,87.27272727272727,89.93560001522374,27.27272727272727,84.9460093234641,54.54545454545454,79.25138904356234,30.909090909090907,73.5313270547151,70.9090909090909,159.2670081205767,29.09090909090909,70.30640365841712,30.909090909090907,83.0,23.636363636363637,75.0,18.181818181818183,63.0,23.636363636363637,81.0,27.27272727272727,83.0,7.2727272727272725,64.0,25.454545454545453,76.0
google/gemma-2-9b,https://huggingface.co/google/gemma-2-9b,2024-09-23,pretrained,9.24,3,43.097943722943725,70.9090909090909,90.21697790168348,67.27272727272727,89.0909090909091,60.0,49.46070878274268,0.0,0.3215434083601286,74.54545454545455,81.14713774597494,43.63636363636363,33.33333333333333,52.72727272727272,7.861635220125786,74.54545454545455,648.0679626979578,0.0,0.7388683647676453,21.818181818181817,4.404432132963989,1.8181818181818181,13.541092112520683,7.2727272727272725,16.06952820148989,1.8181818181818181,2.475732478404132,60.0,83.61221200257222,61.81818181818181,86.38439077764194,34.54545454545455,119.26439486891479,63.63636363636363,131.51285497057955,65.45454545454545,219.86100848063114,58.18181818181818,63.736083668483715,12.727272727272727,23097.59704892055,78.18181818181819,60.625373431587334,56.36363636363636,730.7348578363286,41.81818181818181,34.724689165186504,52.72727272727272,26.14622057001239,43.63636363636363,54.76987516358371,56.36363636363636,77.92180120032673,9.090909090909092,56.48313459267273,32.72727272727273,59.37104654332466,41.81818181818181,81.87935100327256,43.63636363636363,64.97786458333333,69.0909090909091,72.73763994761991,43.63636363636363,62.69271340473872,7.2727272727272725,53.32924670936004,50.90909090909091,64.73945945945945,70.9090909090909,61.846448062874806,45.45454545454545,74.21709624546169,38.18181818181819,85.98845019910571,74.54545454545455,88.53558821317775,47.27272727272727,88.62533376913771,100.0,81.68398334309292,38.18181818181819,77.43809498922542,0.0,68797.34451248024,70.9090909090909,89.1505525989291,61.81818181818181,92.0,67.27272727272727,89.0,1.8181818181818181,56.99999999999999,40.0,88.0,65.45454545454545,94.0,65.45454545454545,85.0,30.909090909090907,82.0
Qwen/Qwen2-7B,https://huggingface.co/Qwen/Qwen2-7B,2024-09-23,pretrained,7.62,3,42.95657467532468,43.63636363636363,80.61643555646341,50.90909090909091,81.81818181818183,36.36363636363637,39.907550077041606,40.0,5.144694533762058,47.27272727272727,69.37686344663089,29.09090909090909,30.952380952380953,61.81818181818181,9.433962264150944,32.72727272727273,1714.5695762939743,67.27272727272727,53.179078358934476,43.63636363636363,9.058171745152354,63.63636363636363,59.93748850891708,58.18181818181818,47.57006030507272,49.09090909090909,24.926529521773976,45.45454545454545,81.16194094289352,43.63636363636363,83.97453343392156,29.09090909090909,131.8311675906285,25.454545454545453,356.92487462129634,27.27272727272727,620.6363242381478,36.36363636363637,57.32414530812815,49.09090909090909,3313.9138271134075,27.27272727272727,45.269866560446125,32.72727272727273,1480.2334297843784,34.54545454545455,32.770870337477795,56.36363636363636,27.01363073110285,10.909090909090908,48.727329042209725,36.36363636363637,75.54867005220356,5.454545454545454,54.65239343414679,34.54545454545455,59.49371291177108,25.454545454545453,74.29823552727255,36.36363636363637,64.01618303571428,50.90909090909091,71.06130377847735,34.54545454545455,60.52519474196689,0.0,41.490418481305056,30.909090909090907,62.41837837837838,40.0,56.96656031077889,27.27272727272727,63.901325759183955,40.0,86.03916691263845,76.36363636363637,88.75981836634051,36.36363636363637,86.43277257815899,36.36363636363637,78.14250632508623,78.18181818181819,87.50360649701423,32.72727272727273,338.84626161264276,34.54545454545455,75.75125293848765,18.181818181818183,72.0,32.72727272727273,80.0,0.0,59.0,23.636363636363637,81.0,30.909090909090907,86.0,63.63636363636363,85.0,25.454545454545453,78.0
Qwen/Qwen2-7B-Instruct,https://huggingface.co/Qwen/Qwen2-7B-Instruct,2024-09-23,chat,7.62,3,42.0217803030303,52.72727272727272,82.10785991202651,52.72727272727272,82.61363636363637,38.18181818181819,41.910631741140215,40.0,5.144694533762058,54.54545454545454,73.86404293381037,27.27272727272727,30.158730158730158,49.09090909090909,7.547169811320755,20.0,3082.713445653877,52.72727272727272,44.09877503402683,45.45454545454545,9.168975069252078,45.45454545454545,54.320647177790036,36.36363636363637,41.43313231642426,45.45454545454545,22.789206518835158,52.72727272727272,82.90575460656781,43.63636363636363,84.07069103644069,20.0,179.00093670942871,18.181818181818183,455.09195103839966,18.181818181818183,876.6796710409836,50.90909090909091,60.52971978158004,32.72727272727273,4461.735407863931,29.09090909090909,46.13622784305915,25.454545454545453,1998.3065024823625,72.72727272727273,47.42451154529307,60.0,27.385377942998762,60.0,60.07644845933894,41.81818181818181,76.69750346248092,34.54545454545455,64.3464409418429,74.54545454545455,65.72348694005075,41.81818181818181,79.20086136473955,50.90909090909091,65.37183779761907,43.63636363636363,69.46735350486944,25.454545454545453,58.69036027263874,0.0,49.69356560756091,36.36363636363637,62.91207207207208,78.18181818181819,63.65612095610448,52.72727272727272,78.76817078097349,25.454545454545453,81.54747752666293,41.81818181818181,84.49749553199827,34.54545454545455,86.20438095544745,38.18181818181819,78.260470871524,74.54545454545455,87.31548888783438,21.818181818181817,432.1128405510646,41.81818181818181,79.37740282584564,18.181818181818183,73.0,34.54545454545455,81.0,0.0,56.99999999999999,23.636363636363637,80.0,47.27272727272727,89.0,60.0,84.0,40.0,83.0
google/gemma-2-9b-it,https://huggingface.co/google/gemma-2-9b-it,2024-09-23,chat,9.24,3,42.016369047619044,58.18181818181818,84.39582641650748,74.54545454545455,90.22727272727272,60.0,49.61479198767334,49.09090909090909,9.003215434083602,63.63636363636363,77.07513416815743,32.72727272727273,30.952380952380953,67.27272727272727,10.69182389937107,52.72727272727272,932.0428425605282,56.36363636363636,45.51818005055415,38.18181818181819,8.421052631578947,52.72727272727272,57.54734326162898,67.27272727272727,50.47889322454772,34.54545454545455,17.169828123608514,83.63636363636363,85.26250851438247,41.81818181818181,83.86111542676593,40.0,116.90222794110147,45.45454545454545,174.54401168530865,45.45454545454545,316.9908258609569,21.818181818181817,53.72906769804236,29.09090909090909,4773.330221078421,45.45454545454545,50.119498107946626,45.45454545454545,1178.4733575115765,47.27272727272727,36.05683836589698,32.72727272727273,24.411400247831473,63.63636363636363,62.91654872230359,65.45454545454545,81.23069001029866,9.090909090909092,56.58478682257476,23.636363636363637,58.77361589700219,54.54545454545454,82.9575284040988,47.27272727272727,65.03515625,60.0,71.88776439368316,34.54545454545455,60.61901574164232,0.0,44.991206549827936,45.45454545454545,63.59747747747748,43.63636363636363,57.263158420340446,52.72727272727272,78.47416516823067,43.63636363636363,87.56446047782981,21.818181818181817,82.73711749688091,21.818181818181817,80.71389597449206,16.363636363636363,72.70690084555825,38.18181818181819,77.43988300076667,41.81818181818181,273.44547665172297,16.363636363636363,61.7405845957947,21.818181818181817,80.0,23.636363636363637,76.0,3.6363636363636362,59.0,25.454545454545453,82.0,21.818181818181817,81.0,34.54545454545455,76.0,27.27272727272727,80.0
mistralai/Ministral-8B-Instruct-2410,https://huggingface.co/mistralai/Ministral-8B-Instruct-2410,2024-12-17,chat,8.02,3,41.34334415584415,27.27272727272727,73.01490209545798,49.09090909090909,83.52272727272727,43.63636363636363,42.98921417565486,40.0,6.730769230769231,54.54545454545454,74.15175909361955,0.0,21.428571428571427,16.363636363636363,4.088050314465408,25.454545454545453,2350.654049914338,69.0909090909091,53.39296130663037,50.90909090909091,9.858764885073388,78.18181818181819,65.48078690935833,76.36363636363637,52.1106775452288,54.54545454545454,29.63754564075163,58.18181818181818,83.10677829032068,52.72727272727272,84.55784388584426,27.27272727272727,143.51867501287305,29.09090909090909,310.2017043293635,25.454545454545453,671.3896941496871,50.90909090909091,60.47657217060672,29.09090909090909,4836.5059112640265,36.36363636363637,48.03823939454292,29.09090909090909,1602.4580917131195,41.81818181818181,35.07992895204263,3.6363636363636362,23.04832713754647,43.63636363636363,54.67818624132852,56.36363636363636,77.916474306616,27.27272727272727,61.01628556845654,20.0,57.6706670114838,41.81818181818181,80.14854118362629,60.0,67.0639880952381,18.181818181818183,63.03648394342256,12.727272727272727,55.412203829925346,3.6363636363636362,50.190851629391844,9.090909090909092,55.59711711711712,5.454545454545454,48.818351134213145,41.81818181818181,73.45081193099887,41.81818181818181,86.85771042472824,52.72727272727272,86.09468762122292,43.63636363636363,87.33753621736747,78.18181818181819,79.89554279436388,41.81818181818181,77.7011388805811,30.909090909090907,354.1621427102824,69.0909090909091,89.02061634778634,20.0,78.0,20.0,75.0,0.0,56.00000000000001,23.636363636363637,80.0,27.27272727272727,82.0,21.818181818181817,71.0,23.636363636363637,76.0
ibm-granite/granite-3.0-8b-base,https://huggingface.co/ibm-granite/granite-3.0-8b-base,2024-11-04,pretrained,8.17,3,41.07616341991342,36.36363636363637,78.44922190947814,32.72727272727273,75.79545454545455,21.818181818181817,34.9768875192604,40.0,6.089743589743589,29.09090909090909,63.49334128403896,0.0,23.015873015873016,7.2727272727272725,2.8301886792452833,87.27272727272727,455.13178356281196,43.63636363636363,42.134940696091775,61.81818181818181,11.71420659097203,49.09090909090909,55.506526935098364,54.54545454545454,46.89606243348705,61.81818181818181,32.11327811915576,40.0,80.70156351605462,52.72727272727272,84.72161823712541,80.0,68.6077043047849,72.72727272727273,103.18357245178856,74.54545454545455,175.646309658161,50.90909090909091,60.53232624729661,58.18181818181818,2677.187759314489,61.81818181818181,54.690300736904994,60.0,709.2170448879828,0.0,27.087033747779753,0.0,22.428748451053284,40.0,54.31348175862225,36.36363636363637,75.40218047515891,1.8181818181818181,53.519294293673056,41.81818181818181,60.18655073355188,12.727272727272727,71.88363819602668,50.90909090909091,65.65290178571428,74.54545454545455,73.61873541986455,38.18181818181819,61.34473385264525,0.0,48.6866732122943,56.36363636363636,66.36828828828828,69.0909090909091,61.52862870810052,40.0,72.20916554113327,34.54545454545455,84.7240251831788,76.36363636363637,88.7131130251119,67.27272727272727,90.54047269476885,56.36363636363636,79.3065477116206,49.09090909090909,79.75607718189147,80.0,126.08093813058125,61.81818181818181,84.92178317226066,21.818181818181817,79.0,21.818181818181817,75.0,21.818181818181817,65.0,27.27272727272727,84.0,27.27272727272727,83.0,20.0,70.0,29.09090909090909,81.0
BSC-LT/ALIA-40b,https://huggingface.co/BSC-LT/ALIA-40b,2025-01-26,pretrained,40.4,3,37.75432900432901,54.54545454545454,83.45228793152624,29.09090909090909,74.0909090909091,36.36363636363637,40.06163328197226,7.2727272727272725,1.6025641025641024,52.72727272727272,73.22252037368318,0.0,20.634920634920633,12.727272727272727,3.1446540880503147,100.0,241.54464819696545,0.0,0.7777561734396267,29.09090909090909,6.175574633065633,16.363636363636363,20.353006067291783,12.727272727272727,19.404043987229514,38.18181818181819,18.719387300739157,23.636363636363637,74.10377175150205,27.27272727272727,74.3959883859081,98.18181818181819,47.93920945982888,100.0,58.91876707452884,100.0,81.79656028470579,47.27272727272727,59.73692446387615,90.9090909090909,498.4048975109376,81.81818181818183,63.73232423819957,96.36363636363636,234.4756789760488,3.6363636363636362,28.507992895204264,0.0,21.189591078066915,30.909090909090907,53.46756427454986,67.27272727272727,81.49614688021592,3.6363636363636362,54.859064912353425,60.0,61.94372025078459,29.09090909090909,77.7007135883426,40.0,64.6938244047619,20.0,63.79096530252968,16.363636363636363,56.44879909120415,0.0,47.89778776552165,14.545454545454545,58.562882882882896,72.72727272727273,62.05965916183571,45.45454545454545,74.23761007808784,40.0,86.17422898244067,89.0909090909091,90.50975671310057,61.81818181818181,89.56630501491537,40.0,78.48266904292761,21.818181818181817,64.67232501640527,98.18181818181819,76.93230387592459,76.36363636363637,90.4748616462061,52.72727272727272,90.0,34.54545454545455,80.0,36.36363636363637,67.0,61.81818181818181,92.0,29.09090909090909,83.0,12.727272727272727,67.0,25.454545454545453,79.0
CohereForAI/aya-23-8B,https://huggingface.co/CohereForAI/aya-23-8B,2024-09-23,chat,8.03,3,37.722537878787875,43.63636363636363,80.33637441405604,43.63636363636363,78.18181818181819,21.818181818181817,34.514637904468415,34.54545454545455,4.501607717041801,38.18181818181819,66.5643013317432,7.2727272727272725,26.984126984126984,3.6363636363636362,1.8867924528301887,63.63636363636363,812.7738145073133,41.81818181818181,41.434960139996114,72.72727272727273,13.822714681440443,40.0,53.254274682846116,69.0909090909091,51.08194395175594,58.18181818181818,30.394514204292456,36.36363636363637,79.7346003991907,41.81818181818181,83.79167506264658,54.54545454545454,102.18103189832004,56.36363636363636,150.33521505800076,58.18181818181818,258.6570564942501,29.09090909090909,55.83819359781019,34.54545454545455,4242.118213182806,61.81818181818181,54.33180641306513,41.81818181818181,1196.8965618217055,25.454545454545453,31.70515097690941,0.0,20.322180916976457,16.363636363636363,49.22936178766732,30.909090909090907,73.76238502787741,23.636363636363637,59.9033535067757,23.636363636363637,58.674888691628624,25.454545454545453,76.17698783036043,30.909090909090907,63.42615327380952,40.0,68.93488045372949,63.63636363636363,64.84045358649789,5.454545454545454,51.50271663709829,30.909090909090907,62.44828828828829,47.27272727272727,57.41158230597541,32.72727272727273,66.88508955413855,41.81818181818181,86.42096950924851,92.72727272727272,91.24929057317695,74.54545454545455,91.76441369222493,34.54545454545455,77.95852608603991,60.0,84.20879795115796,63.63636363636363,177.0313772254345,45.45454545454545,79.74509639872012,21.818181818181817,80.0,1.8181818181818181,69.0,0.0,51.0,20.0,77.0,21.818181818181817,80.0,10.909090909090908,65.0,20.0,74.0
utter-project/EuroLLM-9B-Instruct,https://huggingface.co/utter-project/EuroLLM-9B-Instruct,2024-12-16,chat,9.15,3,34.91747835497835,58.18181818181818,84.57223278827938,38.18181818181819,77.38636363636363,43.63636363636363,43.451463790446844,40.0,7.051282051282051,50.90909090909091,71.02514410653946,0.0,21.428571428571427,16.363636363636363,4.088050314465408,94.54545454545455,321.4612410339683,21.818181818181817,19.482792144662646,36.36363636363637,7.698698421489893,7.2727272727272725,17.236624379481523,29.09090909090909,35.04788932245477,30.909090909090907,15.353103571110518,29.09090909090909,77.09110162153195,30.909090909090907,75.8667707744367,83.63636363636363,65.08523211371377,87.27272727272727,80.70084483847191,87.27272727272727,137.75474953739456,58.18181818181818,63.874955040801936,83.63636363636363,624.6152215670238,70.9090909090909,59.79884485162318,87.27272727272727,327.15034478863663,21.818181818181817,30.19538188277087,0.0,20.941759603469638,36.36363636363637,54.107950885916,5.454545454545454,42.14460740793352,1.8181818181818181,50.721080205679414,65.45454545454545,62.792599478580556,40.0,80.51236616173732,5.454545454545454,49.295386904761905,23.636363636363637,64.47216657560857,52.72727272727272,63.08422590068159,0.0,50.410886792985984,20.0,59.21801801801803,21.818181818181817,54.00382481737246,30.909090909090907,65.2299689603774,60.0,90.55471600066457,12.727272727272727,77.0491025969374,25.454545454545453,81.22222887123903,25.454545454545453,75.43996982472052,52.72727272727272,80.94809812607146,89.0909090909091,116.49750283268584,43.63636363636363,79.59822303121327,40.0,88.0,38.18181818181819,82.0,16.363636363636363,63.0,60.0,92.0,29.09090909090909,85.0,29.09090909090909,74.0,25.454545454545453,79.0
mistralai/Mistral-7B-Instruct-v0.3,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.3,2024-09-23,chat,7.25,3,33.01406926406926,36.36363636363637,78.5818246339646,32.72727272727273,74.54545454545455,27.27272727272727,36.97996918335901,40.0,6.430868167202572,32.72727272727273,65.22261975750348,0.0,19.047619047619047,3.6363636363636362,1.8867924528301887,29.09090909090909,1765.4545978242274,38.18181818181819,37.623954890141945,49.09090909090909,9.833795013850416,40.0,53.0888030888031,36.36363636363637,41.929762327066335,63.63636363636363,32.469498619645556,47.27272727272727,81.23681031774366,56.36363636363636,85.27310321542195,34.54545454545455,126.18156887806195,34.54545454545455,263.51514808968153,30.909090909090907,571.8035749543194,32.72727272727273,56.202024448461586,56.36363636363636,2892.4694567412776,41.81818181818181,49.561840270862376,41.81818181818181,1202.312094656072,40.0,34.280639431616336,0.0,21.933085501858738,23.636363636363637,50.39649818058,74.54545454545455,83.19365034269683,27.27272727272727,60.794582470317216,16.363636363636363,56.9126517603148,29.09090909090909,76.3547404841906,72.72727272727273,69.62965029761905,27.27272727272727,64.88994978796472,5.454545454545454,49.80424375202857,10.909090909090908,53.2093045665916,21.818181818181817,59.66342342342343,78.18181818181819,63.573732592337386,52.72727272727272,77.99874878687068,49.09090909090909,88.27765079432798,52.72727272727272,86.09433993794975,41.81818181818181,87.0135031110494,40.0,78.55314294254163,50.90909090909091,80.32790192871583,38.18181818181819,297.6004528600314,36.36363636363637,78.34365205041138,30.909090909090907,83.0,25.454545454545453,76.0,9.090909090909092,61.0,21.818181818181817,79.0,20.0,78.0,12.727272727272727,67.0,23.636363636363637,77.0
utter-project/EuroLLM-9B,https://huggingface.co/utter-project/EuroLLM-9B,2024-12-16,pretrained,9.15,3,31.467126623376622,45.45454545454545,80.94218205153199,23.636363636363637,66.13636363636364,34.54545454545455,38.82896764252696,38.18181818181819,5.448717948717949,40.0,67.08706022659511,0.0,22.22222222222222,10.909090909090908,3.1446540880503147,98.18181818181819,295.77955332299143,18.181818181818183,17.927279797783395,38.18181818181819,7.920243699806148,14.545454545454545,20.00367714653429,25.454545454545453,31.039375665129477,27.27272727272727,14.346780657226823,27.27272727272727,74.42589056139651,23.636363636363637,71.66410249597223,87.27272727272727,59.97226054115729,92.72727272727272,74.6229325919151,92.72727272727272,117.48739311232809,38.18181818181819,57.917340470752,87.27272727272727,562.9629230710568,70.9090909090909,59.52001593308106,90.9090909090909,287.4016295335777,20.0,30.017761989342805,0.0,21.561338289962826,49.09090909090909,55.854963303919035,3.6363636363636362,40.18608615362762,0.0,48.33765439776016,41.81818181818181,60.13937136107248,25.454545454545453,76.89400229598253,7.2727272727272725,52.88467261904761,9.090909090909092,61.28513324834577,16.363636363636363,56.12422914638104,0.0,49.087247000980064,43.63636363636363,63.318198198198196,25.454545454545453,54.51762861322907,27.27272727272727,62.93778898760172,50.90909090909091,88.53598727365853,18.181818181818183,80.6163654472414,18.181818181818183,79.9614208295027,21.818181818181817,75.24418596668448,47.27272727272727,78.72330851191008,90.9090909090909,107.32329662603722,21.818181818181817,64.17192805602716,40.0,87.0,32.72727272727273,78.0,3.6363636363636362,59.0,63.63636363636363,93.0,29.09090909090909,84.0,23.636363636363637,73.0,25.454545454545453,78.0
BSC-LT/salamandra-7b-instruct,https://huggingface.co/BSC-LT/salamandra-7b-instruct,2024-12-16,chat,7.77,3,29.494724025974026,32.72727272727273,77.50278507262273,23.636363636363637,67.61363636363636,27.27272727272727,38.058551617873654,5.454545454545454,1.282051282051282,30.909090909090907,63.98131584178096,0.0,19.047619047619047,0.0,0.628930817610063,78.18181818181819,547.4950515311294,7.2727272727272725,4.763756562317713,20.0,3.7662697313763505,14.545454545454545,19.28663357234786,16.363636363636363,24.51223838240511,25.454545454545453,13.01095378039006,43.63636363636363,81.05914883010472,56.36363636363636,85.12417368883075,63.63636363636363,85.10644095597189,70.9090909090909,107.38867226014234,80.0,159.94496115330267,41.81818181818181,58.17786559418543,61.81818181818181,1663.0026385379072,67.27272727272727,55.90519816769568,70.9090909090909,530.7736159715618,9.090909090909092,29.307282415630553,0.0,22.55266418835192,29.09090909090909,51.69204008877622,36.36363636363637,75.78038992861961,20.0,59.479370995880146,18.181818181818183,57.439662824751345,36.36363636363637,79.46712144318255,40.0,64.72619047619048,23.636363636363637,64.38631180026191,25.454545454545453,58.46214703018501,5.454545454545454,51.736905489224995,23.636363636363637,59.84936936936938,20.0,53.77613333932521,32.72727272727273,66.61861123372236,30.909090909090907,83.17640524817239,61.81818181818181,87.01149500603658,58.18181818181818,89.12856974879011,70.9090909090909,79.55954098785637,36.36363636363637,77.36569798302654,72.72727272727273,138.32157727266764,32.72727272727273,73.68844480540682,32.72727272727273,84.0,27.27272727272727,77.0,9.090909090909092,61.0,27.27272727272727,82.0,20.0,76.0,10.909090909090908,66.0,21.818181818181817,76.0
meta-llama/Llama-3.2-3B-Instruct,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct,2024-10-05,chat,3.21,3,27.91328463203463,20.0,68.33552780193254,29.09090909090909,71.36363636363636,21.818181818181817,34.9768875192604,10.909090909090908,1.9230769230769231,40.0,66.87934804213873,0.0,18.253968253968253,16.363636363636363,3.7735849056603774,9.090909090909092,7809.460678276281,49.09090909090909,42.718257826171495,32.72727272727273,6.812517308224869,38.18181818181819,51.13991542562971,52.72727272727272,46.39943242284498,41.81818181818181,20.23332442782082,30.909090909090907,77.14689487316728,29.09090909090909,75.27075186526405,9.090909090909092,277.2950244381762,10.909090909090908,940.9930266327514,10.909090909090908,2187.694981950153,27.27272727272727,55.62499591280018,14.545454545454545,23587.274823902906,12.727272727272727,42.06333399721171,12.727272727272727,5911.167032453357,21.818181818181817,30.817051509769094,0.0,21.313506815365553,20.0,49.74965026932339,16.363636363636363,70.56003409211975,27.27272727272727,60.617178234179256,36.36363636363637,59.729959251001254,36.36363636363637,78.62934653032795,20.0,60.23623511904762,36.36363636363637,68.18950490412882,60.0,64.37236286919831,0.0,49.721182289461666,32.72727272727273,62.480000000000004,41.81818181818181,57.06268006850718,32.72727272727273,66.85518131887892,20.0,80.30684287458763,36.36363636363637,84.0373540604995,43.63636363636363,87.3859570379968,90.9090909090909,80.31038559937646,27.27272727272727,68.59566367563976,16.363636363636363,805.2191128831739,20.0,62.92424415567454,23.636363636363637,80.0,18.181818181818183,74.0,23.636363636363637,65.0,23.636363636363637,80.0,25.454545454545453,81.0,12.727272727272727,67.0,9.090909090909092,68.0
meta-llama/Llama-3.2-3B,https://huggingface.co/meta-llama/Llama-3.2-3B,2024-10-06,pretrained,3.21,3,27.577110389610393,18.181818181818183,65.35640639327885,21.818181818181817,58.75,16.363636363636363,32.5115562403698,27.27272727272727,2.564102564102564,21.818181818181817,60.17988471476844,0.0,24.6031746031746,16.363636363636363,4.088050314465408,40.0,1315.6709106243356,38.18181818181819,38.246159828893646,38.18181818181819,8.058709498753808,40.0,53.10718882147454,52.72727272727272,45.93827598439163,49.09090909090909,25.024490159408675,16.363636363636363,63.284443262948706,16.363636363636363,57.98164086827996,49.09090909090909,105.74206073580893,40.0,227.29557818101384,40.0,409.07037635779045,29.09090909090909,55.841482042011734,47.27272727272727,3401.2225331109225,27.27272727272727,45.8972316271659,47.27272727272727,1138.1319920166427,0.0,27.175843694493786,0.0,21.561338289962826,14.545454545454545,49.15141594771885,41.81818181818181,76.26780070314997,0.0,48.207164907441964,41.81818181818181,60.34276687798366,23.636363636363637,73.65467859998842,29.09090909090909,63.07942708333334,50.90909090909091,71.02292929555722,60.0,64.33584875040572,0.0,49.09830712052517,50.90909090909091,64.418018018018,58.18181818181818,58.69434416365824,16.363636363636363,56.911911219797986,34.54545454545455,84.92499679109532,45.45454545454545,84.82001882552986,20.0,80.49370581413461,72.72727272727273,79.68169866558128,18.181818181818183,58.011753588096596,45.45454545454545,245.00473768303405,12.727272727272727,59.897907960036555,18.181818181818183,73.0,0.0,63.0,0.0,52.0,27.27272727272727,82.0,10.909090909090908,73.0,5.454545454545454,62.0,18.181818181818183,73.0
